category,name,address,lat,lng,자치구
bus,역촌초등학교,,37.6021814396,126.9160546584,은평구
bus,역말사거리,,37.6061494708,126.9155586421,은평구
bus,구산역2번출구.예일여고,,37.6099512058,126.9169033629,은평구
bus,구산역1번출구,,37.6116583062,126.91753691,은평구
bus,대조동주민센터,,37.6140725919,126.9179363667,은평구
bus,연신내역.로데오거리,,37.6178207167,126.9199962033,은평구
bus,연서시장,,37.6192425563,126.9225910997,은평구
bus,종로약국,,37.6203765441,126.9246380909,은평구
bus,불광지구대,,37.6217745784,126.9267891079,은평구
bus,북한산대창센시티아파트,,37.6248070601,126.9288094985,은평구
bus,은평경찰서,,37.6276323558,126.9294752418,은평구
bus,폭포동,,37.630715,126.931032,은평구
bus,신도중학교,,37.6333482679,126.9315290754,은평구
bus,은평노인종합복지관.신도중학교,,37.632495,126.931533,은평구
bus,폭포동.은평노인종합복지관,,37.6313826666,126.9310069167,은평구
bus,은평경찰서,,37.628117,126.929277,은평구
bus,연신초등학교,,37.6256234179,126.9287702008,은평구
bus,불광지구대,,37.6218554999,126.926505814,은평구
bus,새장골유래비,,37.6205196512,126.9243796594,은평구
bus,연서시장,,37.619596645,126.9225340914,은평구
bus,연신내역.로데오거리,,37.618013317,126.9196550241,은평구
bus,은평연세병원,,37.61474,126.917738,은평구
bus,구산역4번출구,,37.611892,126.917187,은평구
bus,구산역3번출구.예일여고,,37.610497,126.916776,은평구
bus,역말사거리,,37.6062104465,126.9151429014,은평구
bus,역촌초등학교,,37.6027929337,126.9155726294,은평구
bus,응암역2번출구,,37.6004214787,126.9158607077,은평구
bus,신사동고개.은평지역자활센터,,37.5984133304,126.910253684,은평구
bus,서울기독대학교입구,,37.6014374785,126.9103848244,은평구
bus,시립서북병원세현교회앞,,37.6061458636,126.910658933,은평구
bus,구산중학교.구산교회,,37.608955,126.91102,은평구
bus,구산동주민센터,,37.61138,126.911363,은평구
bus,구산동주민센터,,37.612207,126.91129,은평구
bus,구산중학교.구산교회,,37.6088023972,126.9108335829,은평구
bus,시립서북병원세현교회앞,,37.6060168573,126.9104597465,은평구
bus,서울기독대학교입구,,37.6020320757,126.9102266857,은평구
bus,우남교통,,37.5997666658,126.9101252157,은평구
bus,신사동고개.은평지역자활센터,,37.5986006142,126.9100665956,은평구
bus,갈현1동주민센터,,37.623967591,126.9169240149,은평구
bus,한일탕,,37.6260825696,126.9184103208,은평구
bus,한일탕,,37.6261494835,126.9187489917,은평구
bus,갈현1동주민센터,,37.6232468092,126.9170449022,은평구
bus,불광롯데캐슬아파트,,37.6130745033,126.9320721326,은평구
bus,진관초교입구,,37.6469051663,126.9258465241,은평구
bus,푸르지오625동앞.관음사입구,,37.648985,126.928667,은평구
bus,삼천리골입구56사단북한산부대,,37.650344644,126.9351168233,은평구
bus,백화사,,37.653550933,126.9389594548,은평구
bus,흥국사,,37.656762115,126.9420101744,은평구
bus,북한산성입구,,37.6580874009,126.9453651665,은평구
bus,북한산성입구,,37.6581874095,126.9453412916,은평구
bus,흥국사,,37.657265,126.94219,은평구
bus,백화사,,37.6537446878,126.9390034965,은평구
bus,삼천리골입구56사단북한산부대,,37.650083,126.933315,은평구
bus,진관초교관음사입구,,37.6477735446,126.926868987,은평구
bus,푸르지오618동앞.관음사입구,,37.649682,126.929232,은평구
bus,진관중고교약수사입구,,37.6457026484,126.9236855353,은평구
bus,응암2동주민센터,,37.5959245549,126.9236015835,은평구
bus,응암2동주민센터,,37.595649,126.923082,은평구
bus,이마트은평점,,37.600054,126.918586,은평구
bus,서부경찰서,,37.601367,126.920592,은평구
bus,해주드림빌APT,,37.604167052,126.9220664791,은평구
bus,역촌역.역촌오거리,,37.6068015906,126.923243231,은평구
bus,대조시장앞,,37.6086555139,126.9265165396,은평구
bus,양광교회앞,,37.6084619409,126.9282417636,은평구
bus,불광역.불광1동주민센터,,37.6090959943,126.9322904306,은평구
bus,독박골.북한산래미안APT앞,,37.610512964,126.9397954573,은평구
bus,구기터널입구,,37.610411,126.944938,은평구
bus,구기터널입구,,37.6107519472,126.9457747343,은평구
bus,독박골.북한산래미안APT,,37.6107435434,126.9396027141,은평구
